year,country,sector,emissions
2005,Sweden,Other Fuel Combustion,0.43
2005,Sweden,Total excluding LUCF,6.65
2005,Sweden,Total including LUCF,6.65
2005,Sweden,Waste,2.32
2005,Switzerland,Agriculture,4.08
2005,Switzerland,Energy,0.42
2005,Switzerland,Fugitive Emissions,0.26
2005,Switzerland,Industrial Processes,0
2005,Switzerland,Land-Use Change and Forestry,0
2005,Switzerland,Other Fuel Combustion,0.16
2005,Switzerland,Total excluding LUCF,5.3
2005,Switzerland,Total including LUCF,5.3
2005,Switzerland,Waste,0.8
2005,Syria,Agriculture,3.93
2005,Syria,Energy,22.35
2005,Syria,Fugitive Emissions,22.19
2005,Syria,Industrial Processes,0
2005,Syria,Land-Use Change and Forestry,0
2005,Syria,Other Fuel Combustion,0.16
2005,Syria,Total excluding LUCF,31.24
2005,Syria,Total including LUCF,31.24
2005,Syria,Waste,4.97
2005,Tajikistan,Agriculture,2.6
2005,Tajikistan,Energy,0.24
2005,Tajikistan,Fugitive Emissions,0.1
2005,Tajikistan,Industrial Processes,0
2005,Tajikistan,Land-Use Change and Forestry,0
2005,Tajikistan,Other Fuel Combustion,0.14
2005,Tajikistan,Total excluding LUCF,3.43
2005,Tajikistan,Total including LUCF,3.43
2005,Tajikistan,Waste,0.6
2005,Tanzania,Agriculture,27
2005,Tanzania,Energy,8.89
2005,Tanzania,Fugitive Emissions,0.99
2005,Tanzania,Industrial Processes,0
2005,Tanzania,Land-Use Change and Forestry,5.02
2005,Tanzania,Other Fuel Combustion,7.91
2005,Tanzania,Total excluding LUCF,37.58
2005,Tanzania,Total including LUCF,42.6
2005,Tanzania,Waste,1.68
2005,Thailand,Agriculture,52.8
2005,Thailand,Energy,15.32
2005,Thailand,Fugitive Emissions,8.96
2005,Thailand,Industrial Processes,0.16
2005,Thailand,Land-Use Change and Forestry,1.09
2005,Thailand,Other Fuel Combustion,6.35
2005,Thailand,Total excluding LUCF,78.82
2005,Thailand,Total including LUCF,79.91
2005,Thailand,Waste,10.54
2005,Timor-Leste,Agriculture,0.62
2005,Timor-Leste,Energy,4.35
2005,Timor-Leste,Fugitive Emissions,4.34
2005,Timor-Leste,Industrial Processes,0
2005,Timor-Leste,Land-Use Change and Forestry,0
2005,Timor-Leste,Other Fuel Combustion,0.01
2005,Timor-Leste,Total excluding LUCF,4.99
2005,Timor-Leste,Total including LUCF,5
2005,Timor-Leste,Waste,0.02
2005,Togo,Agriculture,1.42
2005,Togo,Energy,1.22
2005,Togo,Fugitive Emissions,0
2005,Togo,Industrial Processes,0
2005,Togo,Land-Use Change and Forestry,0.02
2005,Togo,Other Fuel Combustion,1.22
2005,Togo,Total excluding LUCF,3.21
2005,Togo,Total including LUCF,3.23
2005,Togo,Waste,0.57
2005,Tonga,Agriculture,0.06
2005,Tonga,Energy,0.01
2005,Tonga,Fugitive Emissions,0
2005,Tonga,Industrial Processes,0
2005,Tonga,Land-Use Change and Forestry,0
2005,Tonga,Other Fuel Combustion,0.01
2005,Tonga,Total excluding LUCF,0.09
2005,Tonga,Total including LUCF,0.09
2005,Tonga,Waste,0.03
2005,Trinidad and Tobago,Agriculture,0.09
2005,Trinidad and Tobago,Energy,0.07
2005,Trinidad and Tobago,Fugitive Emissions,0
2005,Trinidad and Tobago,Industrial Processes,0.02
2005,Trinidad and Tobago,Land-Use Change and Forestry,0
2005,Trinidad and Tobago,Other Fuel Combustion,0.06
2005,Trinidad and Tobago,Total excluding LUCF,0.96
2005,Trinidad and Tobago,Total including LUCF,0.96
2005,Trinidad and Tobago,Waste,0.79
2005,Tunisia,Agriculture,2.33
2005,Tunisia,Energy,2.07
2005,Tunisia,Fugitive Emissions,1.48
2005,Tunisia,Industrial Processes,0
2005,Tunisia,Land-Use Change and Forestry,0
2005,Tunisia,Other Fuel Combustion,0.6
2005,Tunisia,Total excluding LUCF,6.54
2005,Tunisia,Total including LUCF,6.54
2005,Tunisia,Waste,2.13
2005,Turkey,Agriculture,15.06
2005,Turkey,Energy,8.27
2005,Turkey,Fugitive Emissions,5.44
2005,Turkey,Industrial Processes,0.01
2005,Turkey,Land-Use Change and Forestry,0
2005,Turkey,Other Fuel Combustion,2.83
2005,Turkey,Total excluding LUCF,38.49
2005,Turkey,Total including LUCF,38.49
2005,Turkey,Waste,15.15
2005,Turkmenistan,Agriculture,5.68
2005,Turkmenistan,Energy,31
2005,Turkmenistan,Fugitive Emissions,30.98
2005,Turkmenistan,Industrial Processes,0
2005,Turkmenistan,Land-Use Change and Forestry,0
2005,Turkmenistan,Other Fuel Combustion,0.02
2005,Turkmenistan,Total excluding LUCF,37.71
2005,Turkmenistan,Total including LUCF,37.71
2005,Turkmenistan,Waste,1.03
2005,Tuvalu,Agriculture,0.01
2005,Tuvalu,Energy,0
2005,Tuvalu,Fugitive Emissions,0
2005,Tuvalu,Industrial Processes,0
2005,Tuvalu,Land-Use Change and Forestry,0
2005,Tuvalu,Other Fuel Combustion,0
2005,Tuvalu,Total excluding LUCF,0.01
2005,Tuvalu,Total including LUCF,0.01
2005,Tuvalu,Waste,0.01
2005,Uganda,Agriculture,9.4
2005,Uganda,Energy,7.03
2005,Uganda,Fugitive Emissions,0
2005,Uganda,Industrial Processes,0
2005,Uganda,Land-Use Change and Forestry,0.03
2005,Uganda,Other Fuel Combustion,7.03
2005,Uganda,Total excluding LUCF,17.41
2005,Uganda,Total including LUCF,17.44
2005,Uganda,Waste,0.98
2005,Ukraine,Agriculture,18.19
2005,Ukraine,Energy,68.01
2005,Ukraine,Fugitive Emissions,66.75
2005,Ukraine,Industrial Processes,0.98
2005,Ukraine,Land-Use Change and Forestry,0.06
2005,Ukraine,Other Fuel Combustion,1.26
2005,Ukraine,Total excluding LUCF,98.38
2005,Ukraine,Total including LUCF,98.44
2005,Ukraine,Waste,11.2
2005,United Arab Emirates,Agriculture,0.81
2005,United Arab Emirates,Energy,25.28
2005,United Arab Emirates,Fugitive Emissions,24.98
2005,United Arab Emirates,Industrial Processes,0.03
2005,United Arab Emirates,Land-Use Change and Forestry,0
2005,United Arab Emirates,Other Fuel Combustion,0.3
2005,United Arab Emirates,Total excluding LUCF,34.59
2005,United Arab Emirates,Total including LUCF,34.59
2005,United Arab Emirates,Waste,8.48
2005,United Kingdom,Agriculture,27.61
2005,United Kingdom,Energy,12.34
2005,United Kingdom,Fugitive Emissions,10.84
2005,United Kingdom,Industrial Processes,0.12
2005,United Kingdom,Land-Use Change and Forestry,0
2005,United Kingdom,Other Fuel Combustion,1.5
2005,United Kingdom,Total excluding LUCF,87.54
2005,United Kingdom,Total including LUCF,87.54
2005,United Kingdom,Waste,47.47
2005,United States,Agriculture,199.25
2005,United States,Energy,302.6
2005,United States,Fugitive Emissions,285.41
2005,United States,Industrial Processes,0.11
2005,United States,Land-Use Change and Forestry,0.45
2005,United States,Other Fuel Combustion,17.19
2005,United States,Total excluding LUCF,652.36
2005,United States,Total including LUCF,652.8
2005,United States,Waste,150.39
2005,Uruguay,Agriculture,20.29
2005,Uruguay,Energy,0.19
2005,Uruguay,Fugitive Emissions,0.02
2005,Uruguay,Industrial Processes,0
2005,Uruguay,Land-Use Change and Forestry,0
2005,Uruguay,Other Fuel Combustion,0.17
2005,Uruguay,Total excluding LUCF,22.11
2005,Uruguay,Total including LUCF,22.11
2005,Uruguay,Waste,1.62
2005,Uzbekistan,Agriculture,11.53
2005,Uzbekistan,Energy,86.96
2005,Uzbekistan,Fugitive Emissions,86.79
2005,Uzbekistan,Industrial Processes,0
2005,Uzbekistan,Land-Use Change and Forestry,0
2005,Uzbekistan,Other Fuel Combustion,0.16
2005,Uzbekistan,Total excluding LUCF,103.41
2005,Uzbekistan,Total including LUCF,103.41
2005,Uzbekistan,Waste,4.92
2005,Vanuatu,Agriculture,0.27
2005,Vanuatu,Energy,0.01
2005,Vanuatu,Fugitive Emissions,0
2005,Vanuatu,Industrial Processes,0
2005,Vanuatu,Land-Use Change and Forestry,0
2005,Vanuatu,Other Fuel Combustion,0.01
2005,Vanuatu,Total excluding LUCF,0.39
2005,Vanuatu,Total including LUCF,0.4
2005,Vanuatu,Waste,0.12
2005,Venezuela,Agriculture,27.54
2005,Venezuela,Energy,38.51
2005,Venezuela,Fugitive Emissions,37.89
2005,Venezuela,Industrial Processes,0.12
2005,Venezuela,Land-Use Change and Forestry,0.12
2005,Venezuela,Other Fuel Combustion,0.62
2005,Venezuela,Total excluding LUCF,74.15
2005,Venezuela,Total including LUCF,74.27
2005,Venezuela,Waste,7.99
2005,Vietnam,Agriculture,48.54
2005,Vietnam,Energy,14.85
2005,Vietnam,Fugitive Emissions,12.2
2005,Vietnam,Industrial Processes,0
2005,Vietnam,Land-Use Change and Forestry,0.66
2005,Vietnam,Other Fuel Combustion,2.65
2005,Vietnam,Total excluding LUCF,75.53
2005,Vietnam,Total including LUCF,76.2
2005,Vietnam,Waste,12.15
2005,World,Industrial Processes,9.11
2005,World,Land-Use Change and Forestry,141.01
2005,World,Other Fuel Combustion,390.6
2005,Yemen,Agriculture,3.98
2005,Yemen,Energy,1.32
2005,Yemen,Fugitive Emissions,0.69
2005,Yemen,Industrial Processes,0
2005,Yemen,Land-Use Change and Forestry,0
2005,Yemen,Other Fuel Combustion,0.63
2005,Yemen,Total excluding LUCF,7.02
2005,Yemen,Total including LUCF,7.02
2005,Yemen,Waste,1.72
2005,Zambia,Agriculture,11.04
2005,Zambia,Energy,2.2
2005,Zambia,Fugitive Emissions,0
2005,Zambia,Industrial Processes,0
2005,Zambia,Land-Use Change and Forestry,7.4
2005,Zambia,Other Fuel Combustion,2.2
2005,Zambia,Total excluding LUCF,15.52
2005,Zambia,Total including LUCF,22.93
2005,Zambia,Waste,2.28
2005,Zimbabwe,Agriculture,6.37
2005,Zimbabwe,Energy,1.65
2005,Zimbabwe,Fugitive Emissions,0.56
2005,Zimbabwe,Industrial Processes,0.48
2005,Zimbabwe,Land-Use Change and Forestry,0.08
2005,Zimbabwe,Other Fuel Combustion,1.09
2005,Zimbabwe,Total excluding LUCF,10.38
2005,Zimbabwe,Total including LUCF,10.46
2005,Zimbabwe,Waste,1.89
2004,Afghanistan,Agriculture,8.34
2004,Afghanistan,Energy,1.02
2004,Afghanistan,Fugitive Emissions,0.06
2004,Afghanistan,Industrial Processes,0
2004,Afghanistan,Land-Use Change and Forestry,0
2004,Afghanistan,Other Fuel Combustion,0.96
2004,Afghanistan,Total excluding LUCF,11.46
2004,Afghanistan,Total including LUCF,11.46
2004,Afghanistan,Waste,2.09
2004,Albania,Agriculture,2.49
2004,Albania,Energy,0.18
2004,Albania,Fugitive Emissions,0.01
2004,Albania,Industrial Processes,0
2004,Albania,Land-Use Change and Forestry,0
2004,Albania,Other Fuel Combustion,0.17
2004,Albania,Total excluding LUCF,3.59
2004,Albania,Total including LUCF,3.59
2004,Albania,Waste,0.93
2004,Algeria,Agriculture,5.02
2004,Algeria,Energy,31.41
2004,Algeria,Fugitive Emissions,30.63
2004,Algeria,Industrial Processes,0.01
2004,Algeria,Land-Use Change and Forestry,0.01
2004,Algeria,Other Fuel Combustion,0.78
2004,Algeria,Total excluding LUCF,46.89
2004,Algeria,Total including LUCF,46.9
2004,Algeria,Waste,10.46
2004,Andorra,Agriculture,0
2004,Andorra,Energy,0
2004,Andorra,Fugitive Emissions,0
2004,Andorra,Industrial Processes,0
2004,Andorra,Land-Use Change and Forestry,0
2004,Andorra,Other Fuel Combustion,0
2004,Andorra,Total excluding LUCF,0.04
2004,Andorra,Total including LUCF,0.04
2004,Andorra,Waste,0.04
2004,Angola,Agriculture,17.83
2004,Angola,Energy,11.59
2004,Angola,Fugitive Emissions,11.26
2004,Angola,Industrial Processes,0
2004,Angola,Land-Use Change and Forestry,5.53
2004,Angola,Other Fuel Combustion,0.33
2004,Angola,Total excluding LUCF,30.26
2004,Angola,Total including LUCF,35.79
2004,Angola,Waste,0.84
2004,Antigua and Barbuda,Agriculture,0.03
2004,Antigua and Barbuda,Energy,0
2004,Antigua and Barbuda,Fugitive Emissions,0
2004,Antigua and Barbuda,Industrial Processes,0
2004,Antigua and Barbuda,Land-Use Change and Forestry,0
2004,Antigua and Barbuda,Other Fuel Combustion,0
2004,Antigua and Barbuda,Total excluding LUCF,0.19
2004,Antigua and Barbuda,Total including LUCF,0.19
2004,Antigua and Barbuda,Waste,0.16
2004,Argentina,Agriculture,89.16
2004,Argentina,Energy,14.67
2004,Argentina,Fugitive Emissions,13
2004,Argentina,Industrial Processes,0.03
2004,Argentina,Land-Use Change and Forestry,0.3
2004,Argentina,Other Fuel Combustion,1.67
2004,Argentina,Total excluding LUCF,120.42
2004,Argentina,Total including LUCF,120.72
2004,Argentina,Waste,16.56
2004,Armenia,Agriculture,0.67
2004,Armenia,Energy,0.7
2004,Armenia,Fugitive Emissions,0.66
2004,Armenia,Industrial Processes,0
2004,Armenia,Land-Use Change and Forestry,0
2004,Armenia,Other Fuel Combustion,0.04
2004,Armenia,Total excluding LUCF,2.04
2004,Armenia,Total including LUCF,2.04
2004,Armenia,Waste,0.68
2004,Australia,Agriculture,101.08
2004,Australia,Energy,32.77
2004,Australia,Fugitive Emissions,30.39
2004,Australia,Industrial Processes,0.09
2004,Australia,Land-Use Change and Forestry,0.36
2004,Australia,Other Fuel Combustion,2.38
2004,Australia,Total excluding LUCF,148.01
2004,Australia,Total including LUCF,148.37
2004,Australia,Waste,14.07
2004,Austria,Agriculture,5.04
2004,Austria,Energy,0.68
2004,Austria,Fugitive Emissions,0.3
2004,Austria,Industrial Processes,0.03
2004,Austria,Land-Use Change and Forestry,0
2004,Austria,Other Fuel Combustion,0.38
2004,Austria,Total excluding LUCF,8.44
2004,Austria,Total including LUCF,8.44
2004,Austria,Waste,2.69
2004,Azerbaijan,Agriculture,3.41
2004,Azerbaijan,Energy,17.72
2004,Azerbaijan,Fugitive Emissions,17.5
2004,Azerbaijan,Industrial Processes,0
2004,Azerbaijan,Land-Use Change and Forestry,0
2004,Azerbaijan,Other Fuel Combustion,0.22
2004,Azerbaijan,Total excluding LUCF,23.32
2004,Azerbaijan,Total including LUCF,23.32
2004,Azerbaijan,Waste,2.2
2004,Bahamas,Agriculture,0.02
2004,Bahamas,Energy,0.02
2004,Bahamas,Fugitive Emissions,0
2004,Bahamas,Industrial Processes,0
2004,Bahamas,Land-Use Change and Forestry,0.02
2004,Bahamas,Other Fuel Combustion,0.02
2004,Bahamas,Total excluding LUCF,0.21
2004,Bahamas,Total including LUCF,0.22
2004,Bahamas,Waste,0.17
2004,Bahrain,Agriculture,0.02
2004,Bahrain,Energy,1.72
2004,Bahrain,Fugitive Emissions,1.69
2004,Bahrain,Industrial Processes,0.05
2004,Bahrain,Land-Use Change and Forestry,0
2004,Bahrain,Other Fuel Combustion,0.03
2004,Bahrain,Total excluding LUCF,8.58
2004,Bahrain,Total including LUCF,8.58
2004,Bahrain,Waste,6.79
2004,Bangladesh,Agriculture,52.65
2004,Bangladesh,Energy,2.63
2004,Bangladesh,Fugitive Emissions,0.6
2004,Bangladesh,Industrial Processes,0
2004,Bangladesh,Land-Use Change and Forestry,0.01
2004,Bangladesh,Other Fuel Combustion,2.03
2004,Bangladesh,Total excluding LUCF,70.73
2004,Bangladesh,Total including LUCF,70.74
2004,Bangladesh,Waste,15.44
2004,Barbados,Agriculture,0.03
2004,Barbados,Energy,0.06
2004,Barbados,Fugitive Emissions,0.06
2004,Barbados,Industrial Processes,0
2004,Barbados,Land-Use Change and Forestry,0
2004,Barbados,Other Fuel Combustion,0
2004,Barbados,Total excluding LUCF,2.27
2004,Barbados,Total including LUCF,2.27
2004,Barbados,Waste,2.18
2004,Belarus,Agriculture,8.8
2004,Belarus,Energy,1.2
2004,Belarus,Fugitive Emissions,1.14
2004,Belarus,Industrial Processes,0.05
2004,Belarus,Land-Use Change and Forestry,0.01
2004,Belarus,Other Fuel Combustion,0.06
2004,Belarus,Total excluding LUCF,14.06
2004,Belarus,Total including LUCF,14.07
2004,Belarus,Waste,4
2004,Belgium,Agriculture,6.69
2004,Belgium,Energy,0.97
2004,Belgium,Fugitive Emissions,0.61
2004,Belgium,Industrial Processes,0.03
2004,Belgium,Land-Use Change and Forestry,0
2004,Belgium,Other Fuel Combustion,0.36
2004,Belgium,Total excluding LUCF,10.27
2004,Belgium,Total including LUCF,10.27
2004,Belgium,Waste,2.57
2004,Belize,Agriculture,0.1
2004,Belize,Energy,0.03
2004,Belize,Fugitive Emissions,0
2004,Belize,Industrial Processes,0
2004,Belize,Land-Use Change and Forestry,0
2004,Belize,Other Fuel Combustion,0.03
2004,Belize,Total excluding LUCF,0.28
2004,Belize,Total including LUCF,0.28
2004,Belize,Waste,0.15
2004,Benin,Agriculture,2.3
2004,Benin,Energy,1.24
2004,Benin,Fugitive Emissions,0.01
2004,Benin,Industrial Processes,0
2004,Benin,Land-Use Change and Forestry,0.02
2004,Benin,Other Fuel Combustion,1.23
2004,Benin,Total excluding LUCF,3.64
2004,Benin,Total including LUCF,3.65
2004,Benin,Waste,0.1
2004,Bhutan,Agriculture,0.46
2004,Bhutan,Energy,0.32
2004,Bhutan,Fugitive Emissions,0
2004,Bhutan,Industrial Processes,0
2004,Bhutan,Land-Use Change and Forestry,0.01
2004,Bhutan,Other Fuel Combustion,0.32
2004,Bhutan,Total excluding LUCF,0.84
2004,Bhutan,Total including LUCF,0.84
2004,Bhutan,Waste,0.05
2004,Bolivia,Agriculture,15.48
2004,Bolivia,Energy,2.11
2004,Bolivia,Fugitive Emissions,1.78
2004,Bolivia,Industrial Processes,0
2004,Bolivia,Land-Use Change and Forestry,5.57
2004,Bolivia,Other Fuel Combustion,0.33
2004,Bolivia,Total excluding LUCF,19.44
2004,Bolivia,Total including LUCF,25.01
2004,Bolivia,Waste,1.85
2004,Bosnia and Herzegovina,Agriculture,1.62
2004,Bosnia and Herzegovina,Energy,0.9
2004,Bosnia and Herzegovina,Fugitive Emissions,0.76
2004,Bosnia and Herzegovina,Industrial Processes,0
2004,Bosnia and Herzegovina,Land-Use Change and Forestry,0
2004,Bosnia and Herzegovina,Other Fuel Combustion,0.14
2004,Bosnia and Herzegovina,Total excluding LUCF,3.36
2004,Bosnia and Herzegovina,Total including LUCF,3.37
2004,Bosnia and Herzegovina,Waste,0.84
2004,Botswana,Agriculture,2.83
2004,Botswana,Energy,0.99
2004,Botswana,Fugitive Emissions,0.33
2004,Botswana,Industrial Processes,0
2004,Botswana,Land-Use Change and Forestry,0
2004,Botswana,Other Fuel Combustion,0.66
2004,Botswana,Total excluding LUCF,3.97
2004,Botswana,Total including LUCF,3.97
2004,Botswana,Waste,0.16
2004,Brazil,Agriculture,323.27
2004,Brazil,Energy,21.53
2004,Brazil,Fugitive Emissions,3.35
2004,Brazil,Industrial Processes,0.23
2004,Brazil,Land-Use Change and Forestry,5.4
2004,Brazil,Other Fuel Combustion,18.18
2004,Brazil,Total excluding LUCF,395.48
2004,Brazil,Total including LUCF,400.89
2004,Brazil,Waste,50.46
2004,Brunei,Agriculture,0.02
2004,Brunei,Energy,12.31
2004,Brunei,Fugitive Emissions,12.3
2004,Brunei,Industrial Processes,0
2004,Brunei,Land-Use Change and Forestry,0
2004,Brunei,Other Fuel Combustion,0.01
2004,Brunei,Total excluding LUCF,12.47
2004,Brunei,Total including LUCF,12.47
2004,Brunei,Waste,0.13
2004,Bulgaria,Agriculture,2.4
2004,Bulgaria,Energy,1.31
2004,Bulgaria,Fugitive Emissions,0.98
2004,Bulgaria,Industrial Processes,0.04
2004,Bulgaria,Land-Use Change and Forestry,0
2004,Bulgaria,Other Fuel Combustion,0.33
2004,Bulgaria,Total excluding LUCF,9.31
2004,Bulgaria,Total including LUCF,9.31
2004,Bulgaria,Waste,5.56
2004,Burkina Faso,Agriculture,10.38
2004,Burkina Faso,Energy,0.76
2004,Burkina Faso,Fugitive Emissions,0
2004,Burkina Faso,Industrial Processes,0
2004,Burkina Faso,Land-Use Change and Forestry,0
2004,Burkina Faso,Other Fuel Combustion,0.76
2004,Burkina Faso,Total excluding LUCF,11.47
2004,Burkina Faso,Total including LUCF,11.47
2004,Burkina Faso,Waste,0.33
2004,Burundi,Agriculture,0.56
2004,Burundi,Energy,0.72
2004,Burundi,Fugitive Emissions,0
2004,Burundi,Industrial Processes,0
2004,Burundi,Land-Use Change and Forestry,0
2004,Burundi,Other Fuel Combustion,0.72
2004,Burundi,Total excluding LUCF,1.29
2004,Burundi,Total including LUCF,1.29
2004,Burundi,Waste,0.01
2004,Cambodia,Agriculture,14.19
2004,Cambodia,Energy,1.81
2004,Cambodia,Fugitive Emissions,0
2004,Cambodia,Industrial Processes,0
2004,Cambodia,Land-Use Change and Forestry,3.7
2004,Cambodia,Other Fuel Combustion,1.81
2004,Cambodia,Total excluding LUCF,16.22
2004,Cambodia,Total including LUCF,19.91
2004,Cambodia,Waste,0.22
2004,Cameroon,Agriculture,7.24
2004,Cameroon,Energy,2.77
2004,Cameroon,Fugitive Emissions,0.02
2004,Cameroon,Industrial Processes,0
2004,Cameroon,Land-Use Change and Forestry,0.45
2004,Cameroon,Other Fuel Combustion,2.75
2004,Cameroon,Total excluding LUCF,12.32
2004,Cameroon,Total including LUCF,12.76
2004,Cameroon,Waste,2.3
2004,Canada,Agriculture,28.82
2004,Canada,Energy,54.91
2004,Canada,Fugitive Emissions,47.55
2004,Canada,Industrial Processes,0.11
2004,Canada,Land-Use Change and Forestry,0.2
2004,Canada,Other Fuel Combustion,7.35
2004,Canada,Total excluding LUCF,103.18
2004,Canada,Total including LUCF,103.37
2004,Canada,Waste,19.34
2004,Central African Republic,Agriculture,9.39
2004,Central African Republic,Energy,7.28
2004,Central African Republic,Fugitive Emissions,0
2004,Central African Republic,Industrial Processes,0
2004,Central African Republic,Land-Use Change and Forestry,7.7
2004,Central African Republic,Other Fuel Combustion,7.28
2004,Central African Republic,Total excluding LUCF,17.11
2004,Central African Republic,Total including LUCF,24.82
2004,Central African Republic,Waste,0.45
2004,Chad,Agriculture,22.08
2004,Chad,Energy,6.99
2004,Chad,Fugitive Emissions,6.49
2004,Chad,Industrial Processes,0
2004,Chad,Land-Use Change and Forestry,0.62
2004,Chad,Other Fuel Combustion,0.49
2004,Chad,Total excluding LUCF,30.3
2004,Chad,Total including LUCF,30.92
2004,Chad,Waste,1.22
2004,Chile,Agriculture,7.07
2004,Chile,Energy,3.62
2004,Chile,Fugitive Emissions,1.65
2004,Chile,Industrial Processes,0.16
2004,Chile,Land-Use Change and Forestry,0.03
2004,Chile,Other Fuel Combustion,1.97
2004,Chile,Total excluding LUCF,13.88
2004,Chile,Total including LUCF,13.91
2004,Chile,Waste,3.03
2004,China,Agriculture,353.35
2004,China,Energy,371.98
2004,China,Fugitive Emissions,315.05
2004,China,Industrial Processes,0
2004,China,Land-Use Change and Forestry,0.54
2004,China,Other Fuel Combustion,56.93
2004,China,Total excluding LUCF,829.7
2004,China,Total including LUCF,830.23
2004,China,Waste,104.36
2004,Colombia,Agriculture,44.35
2004,Colombia,Energy,11.2
2004,Colombia,Fugitive Emissions,9.71
2004,Colombia,Industrial Processes,0.02
2004,Colombia,Land-Use Change and Forestry,0.36
2004,Colombia,Other Fuel Combustion,1.49
2004,Colombia,Total excluding LUCF,66.89
2004,Colombia,Total including LUCF,67.25
2004,Colombia,Waste,11.32
2004,Comoros,Agriculture,0.16
2004,Comoros,Energy,0.02
2004,Comoros,Fugitive Emissions,0
2004,Comoros,Industrial Processes,0
2004,Comoros,Land-Use Change and Forestry,0
2004,Comoros,Other Fuel Combustion,0.02
2004,Comoros,Total excluding LUCF,0.19
2004,Comoros,Total including LUCF,0.19
2004,Comoros,Waste,0
2004,"Congo, Dem. Rep.",Agriculture,13.8
2004,"Congo, Dem. Rep.",Energy,6.94
2004,"Congo, Dem. Rep.",Fugitive Emissions,0.97
2004,"Congo, Dem. Rep.",Industrial Processes,0
2004,"Congo, Dem. Rep.",Land-Use Change and Forestry,12.23
2004,"Congo, Dem. Rep.",Other Fuel Combustion,5.98
2004,"Congo, Dem. Rep.",Total excluding LUCF,30.15
2004,"Congo, Dem. Rep.",Total including LUCF,42.38
2004,"Congo, Dem. Rep.",Waste,9.4
2004,"Congo, Rep.",Agriculture,1.18
2004,"Congo, Rep.",Energy,0.56
2004,"Congo, Rep.",Fugitive Emissions,0.14
2004,"Congo, Rep.",Industrial Processes,0
2004,"Congo, Rep.",Land-Use Change and Forestry,0.15
2004,"Congo, Rep.",Other Fuel Combustion,0.42
2004,"Congo, Rep.",Total excluding LUCF,2.18
2004,"Congo, Rep.",Total including LUCF,2.33
2004,"Congo, Rep.",Waste,0.44
2004,Costa Rica,Agriculture,1.91
2004,Costa Rica,Energy,0.35
2004,Costa Rica,Fugitive Emissions,0
2004,Costa Rica,Industrial Processes,0
2004,Costa Rica,Land-Use Change and Forestry,0
2004,Costa Rica,Other Fuel Combustion,0.35
2004,Costa Rica,Total excluding LUCF,3.81
2004,Costa Rica,Total including LUCF,3.82
2004,Costa Rica,Waste,1.55
2004,Croatia,Agriculture,1.71
2004,Croatia,Energy,0.66
2004,Croatia,Fugitive Emissions,0.26
2004,Croatia,Industrial Processes,0
2004,Croatia,Land-Use Change and Forestry,0
2004,Croatia,Other Fuel Combustion,0.4
2004,Croatia,Total excluding LUCF,3.65
2004,Croatia,Total including LUCF,3.65
2004,Croatia,Waste,1.27
2004,Cuba,Agriculture,7.79
2004,Cuba,Energy,2.09
2004,Cuba,Fugitive Emissions,1.67
2004,Cuba,Industrial Processes,0
2004,Cuba,Land-Use Change and Forestry,0.02
2004,Cuba,Other Fuel Combustion,0.41
2004,Cuba,Total excluding LUCF,12.43
2004,Cuba,Total including LUCF,12.45
2004,Cuba,Waste,2.55
2004,Cyprus,Agriculture,0.19
2004,Cyprus,Energy,0.02
2004,Cyprus,Fugitive Emissions,0
2004,Cyprus,Industrial Processes,0
2004,Cyprus,Land-Use Change and Forestry,0
2004,Cyprus,Other Fuel Combustion,0.02
2004,Cyprus,Total excluding LUCF,0.67
2004,Cyprus,Total including LUCF,0.67
2004,Cyprus,Waste,0.46
2004,Czech Republic,Agriculture,3.28
2004,Czech Republic,Energy,6.48
2004,Czech Republic,Fugitive Emissions,5.63
2004,Czech Republic,Industrial Processes,0.06
2004,Czech Republic,Land-Use Change and Forestry,0
2004,Czech Republic,Other Fuel Combustion,0.86
2004,Czech Republic,Total excluding LUCF,13.68
2004,Czech Republic,Total including LUCF,13.68
2004,Czech Republic,Waste,3.86
2004,Denmark,Agriculture,6.37
2004,Denmark,Energy,0.91
2004,Denmark,Fugitive Emissions,0.26
2004,Denmark,Industrial Processes,0
2004,Denmark,Land-Use Change and Forestry,0
2004,Denmark,Other Fuel Combustion,0.65
2004,Denmark,Total excluding LUCF,8.32
2004,Denmark,Total including LUCF,8.32
2004,Denmark,Waste,1.05
2004,Djibouti,Agriculture,0.47
2004,Djibouti,Energy,0.04
2004,Djibouti,Fugitive Emissions,0
2004,Djibouti,Industrial Processes,0
2004,Djibouti,Land-Use Change and Forestry,0
2004,Djibouti,Other Fuel Combustion,0.04
2004,Djibouti,Total excluding LUCF,0.65
2004,Djibouti,Total including LUCF,0.65
2004,Djibouti,Waste,0.14
2004,Dominica,Agriculture,0.02
2004,Dominica,Energy,0
2004,Dominica,Fugitive Emissions,0
2004,Dominica,Industrial Processes,0
2004,Dominica,Land-Use Change and Forestry,0
2004,Dominica,Other Fuel Combustion,0
2004,Dominica,Total excluding LUCF,0.04
2004,Dominica,Total including LUCF,0.04
2004,Dominica,Waste,0.02
2004,Dominican Republic,Agriculture,5
2004,Dominican Republic,Energy,0.45
2004,Dominican Republic,Fugitive Emissions,0.02
2004,Dominican Republic,Industrial Processes,0
2004,Dominican Republic,Land-Use Change and Forestry,0
2004,Dominican Republic,Other Fuel Combustion,0.43
